Generation,evals,avg,std,min,max,best_one,fitness_best_one
98,410,[  7.         413.79947473],[0.         0.28523079],[  7.         412.43212038],[  7.         414.08781677],"[13, 19, 18, 20, 5, 3, 7, 10, 21, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 23, 17, 15]","(7.0, 412.4321203841182)"
99,432,[  7.         413.65800516],[0.         0.26040109],[  7.         411.61722173],[  7.         414.06771157],"[13, 19, 18, 20, 5, 3, 7, 23, 21, 2, 1, 16, 14, 12, 24, 25, 22, 8, 11, 9, 6, 4, 10, 15, 17]","(7.0, 411.61722173234244)"
100,436,[  7.         413.52690213],[0.         0.17561967],[  7.         411.61722173],[  7.         413.56638896],"[13, 19, 18, 20, 5, 3, 7, 23, 21, 2, 1, 16, 14, 12, 24, 25, 22, 8, 11, 9, 6, 4, 10, 15, 17]","(7.0, 411.61722173234244)"
101,412,[  7.         413.50068623],[0.         0.23356029],[  7.         411.61722173],[  7.         413.56638896],"[13, 19, 18, 20, 5, 3, 7, 23, 21, 2, 1, 16, 14, 12, 24, 25, 22, 8, 11, 9, 6, 4, 10, 15, 17]","(7.0, 411.61722173234244)"
102,432,[  7.        413.4649488],[0.         0.27238444],[  7.         411.61722173],[  7.         413.56638896],"[13, 19, 18, 20, 5, 3, 7, 23, 21, 2, 1, 16, 14, 12, 24, 25, 22, 8, 11, 9, 6, 4, 10, 15, 17]","(7.0, 411.61722173234244)"
103,426,[  7.         413.40898589],[0.         0.31589879],[  7.         411.61722173],[  7.         413.56638896],"[13, 19, 18, 20, 5, 3, 7, 23, 21, 2, 1, 16, 14, 12, 24, 25, 22, 8, 11, 9, 6, 4, 10, 15, 17]","(7.0, 411.61722173234244)"
104,428,[  7.         413.31236811],[0.         0.35298317],[  7.         411.61722173],[  7.         413.56638896],"[13, 19, 18, 20, 5, 3, 7, 23, 21, 2, 1, 16, 14, 12, 24, 25, 22, 8, 11, 9, 6, 4, 10, 15, 17]","(7.0, 411.61722173234244)"
105,426,[  7.         413.14062113],[0.        0.3892185],[  7.         411.61722173],[  7.         413.56638896],"[13, 19, 18, 20, 5, 3, 7, 23, 21, 2, 1, 16, 14, 12, 24, 25, 22, 8, 11, 9, 6, 4, 10, 15, 17]","(7.0, 411.61722173234244)"
106,432,[  7.         413.07033689],[0.         0.46650156],[  7.         411.61722173],[  7.         413.26076721],"[13, 19, 18, 20, 5, 3, 7, 23, 21, 2, 1, 16, 14, 12, 24, 25, 22, 8, 11, 9, 6, 4, 10, 15, 17]","(7.0, 411.61722173234244)"
107,402,[  7.         412.93460772],[0.         0.57618713],[  7.         411.61722173],[  7.         413.26076721],"[13, 19, 18, 20, 5, 3, 7, 23, 21, 2, 1, 16, 14, 12, 24, 25, 22, 8, 11, 9, 6, 4, 10, 15, 17]","(7.0, 411.61722173234244)"
108,394,[  7.         412.71769316],[0.         0.67087067],[  7.         411.61722173],[  7.         413.26076721],"[13, 19, 18, 20, 5, 3, 7, 23, 21, 2, 1, 16, 14, 12, 24, 25, 22, 8, 11, 9, 6, 4, 10, 15, 17]","(7.0, 411.61722173234244)"
109,404,[  7.         412.37609501],[0.         0.64761484],[  7.         411.61722173],[  7.         413.26076721],"[13, 19, 18, 20, 5, 3, 7, 23, 21, 2, 1, 16, 14, 12, 24, 25, 22, 8, 11, 9, 6, 4, 10, 15, 17]","(7.0, 411.61722173234244)"
110,428,[  7.        411.9751107],[0.         0.41115864],[  7.         410.29977353],[  7.         412.43212038],"[13, 19, 18, 23, 5, 3, 7, 20, 21, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 410.29977353441853)"
111,432,[  7.         411.68552466],[0.         0.23706424],[  7.         410.29977353],[  7.         412.43212038],"[13, 19, 18, 23, 5, 3, 7, 20, 21, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 410.29977353441853)"
112,448,[  7.         411.61177272],[0.        0.0832409],[  7.         410.29977353],[  7.         411.61722173],"[13, 19, 18, 23, 5, 3, 7, 20, 21, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 410.29977353441853)"
113,444,[  7.         411.60386803],[0.         0.13112756],[  7.         410.29977353],[  7.         411.61722173],"[13, 19, 18, 23, 5, 3, 7, 20, 21, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 410.29977353441853)"
114,426,[  7.         411.60123313],[0.        0.1434868],[  7.         410.29977353],[  7.         411.61722173],"[13, 19, 18, 23, 5, 3, 7, 20, 21, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 410.29977353441853)"
115,440,[  7.         411.57997474],[0.         0.21735578],[  7.         410.29977353],[  7.         411.61722173],"[13, 19, 18, 23, 5, 3, 7, 20, 21, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 410.29977353441853)"
116,430,[  7.         411.55081166],[0.         0.28709122],[  7.         410.29977353],[  7.         411.61722173],"[13, 19, 18, 23, 5, 3, 7, 20, 21, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 410.29977353441853)"
117,422,[  7.         411.50829487],[0.         0.36130342],[  7.         410.29977353],[  7.         411.61722173],"[13, 19, 18, 23, 5, 3, 7, 20, 21, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 410.29977353441853)"
118,434,[  7.         411.42607542],[0.         0.46209091],[  7.         410.29977353],[  7.         411.61722173],"[13, 19, 18, 23, 5, 3, 7, 20, 21, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 410.29977353441853)"
119,434,[  7.         411.31581104],[0.       0.549826],[  7.         410.29977353],[  7.         411.61722173],"[13, 19, 18, 23, 5, 3, 7, 20, 21, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 410.29977353441853)"
120,414,[  7.         411.10696812],[0.         0.63676689],[  7.         410.29977353],[  7.         411.61722173],"[13, 19, 18, 23, 5, 3, 7, 20, 21, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 410.29977353441853)"
121,422,[  7.         410.70023207],[0.         0.60792056],[  7.         408.43842278],[  7.         411.61722173],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
122,436,[  7.         410.29232813],[0.         0.11748648],[  7.         408.43842278],[  7.         410.29977353],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
123,430,[  7.         410.27743733],[0.         0.20267366],[  7.         408.43842278],[  7.         410.29977353],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
124,424,[  7.         410.24393301],[0.         0.31752265],[  7.         408.43842278],[  7.         410.29977353],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
125,414,[  7.       410.206706],[0.         0.40567199],[  7.         408.43842278],[  7.         410.29977353],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
126,428,[  7.         410.15086547],[0.        0.5049718],[  7.         408.43842278],[  7.         410.29977353],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
127,442,[  7.         410.04611047],[0.         0.63650853],[  7.         408.43842278],[  7.         410.29977353],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
128,430,[  7.        409.9280943],[0.         0.73704382],[  7.         408.43842278],[  7.         410.29977353],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
129,448,[  7.         409.67510053],[0.         0.86811616],[  7.         408.43842278],[  7.         410.29977353],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
130,422,[  7.         409.28826427],[0.         0.90983363],[  7.         408.43842278],[  7.         410.29977353],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
131,424,[  7.         408.64240879],[0.         0.52889067],[  7.         408.43842278],[  7.         410.29977353],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
132,420,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
133,414,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
134,420,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
135,434,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
136,404,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
137,420,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
138,410,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
139,446,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
140,428,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
141,438,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
142,430,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
143,426,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
144,408,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
145,412,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
146,434,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
147,422,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
148,412,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
149,438,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
150,422,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
151,418,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
152,422,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
153,402,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
154,444,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
155,414,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
156,436,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
157,424,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
158,432,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
159,424,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
160,428,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
161,398,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
162,418,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
163,418,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
164,432,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
165,428,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
166,416,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
167,420,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
168,418,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
169,420,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
170,428,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
171,420,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
172,424,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
173,440,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
174,436,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
175,430,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
176,450,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
177,402,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
178,420,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
179,404,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
180,458,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
181,420,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
182,418,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
183,414,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
184,420,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
185,434,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
186,436,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
187,430,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
188,440,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
189,434,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
190,432,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
191,420,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
192,428,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
193,426,[  7.         408.43842278],[0.00000000e+00 2.33058017e-12],[  7.         408.43842278],[  7.         408.43842278],"[13, 19, 18, 23, 5, 3, 7, 21, 20, 2, 1, 16, 14, 12, 24, 25, 22, 4, 6, 9, 11, 8, 10, 15, 17]","(7.0, 408.438422777205)"
